Rowid,Country,State lgd code,State,District lgd code,District,Year,Households that applied for a job card,Job cards issued,Job cards issued for scheduled caste,Job cards issued for scheduled tribes,Job cards issued for non scheduled tribes or scheduled caste,Households that demanded work,Persons who demanded work,Households that were allotted work,Persons that were allotted work,Muster rolls filled,Households that worked under mahatma gandhi national rural employment guarantee act (mgnrega),Persons that worked under mahatma gandhi national rural employment guarantee act (mgnrega),Households that reached a 100 day limit,Persons with disability,Non scheduled tribes or scheduled caste houeholds that worked,Total person days worked by non scheduled tribes or scheduled caste persons.,Scheduled caste houeholds that worked,Total person days worked scheduled caste persons,Scheduled tribe houeholds that worked,Total person days worked scheduled tribe persons,Households that worked on land reform or indira awas yojana,Total person days worked by women,Total person days,Scheduled caste households that reached a 100 day limit,Scheduled tribe households that reached a 100 day limit,Labour expenditure that has been disbursed,Material expenditure that has been disbursed,Labour expenditure both disbursed and pending,Material expenditure both disbursed and pending,Amount sanctioned,Works under mahatma gandhi national rural employment guarantee act (mgnrega),Total bank accounts,Individual bank accounts,Joint bank accounts,Amount disbursed to bank accounts,Post office accounts,Individual post office accounts,Joint post office accounts,Amount disbursed to post office accounts
552,India,5,Uttarakhand,45,Almora,2012-13,102435,102297,20685,55,81557,39320,44532,39319,44527,16079,37722,42473,450,43,30599,812307,7107,197816,16,608,23,436875,1010731,102,1,952.520,198.270,953.630,198.930,98908.660,15792,47757,45808,1949,57972773,18325,17731,594,24428243
553,India,5,Uttarakhand,45,Almora,2013-14,102729,102555,20652,54,81849,36263,41236,36263,41234,11880,32377,36396,438,27,26254,647065,6117,154914,6,250,18,353539,802229,78,1,1331.050,163.610,1332.110,164.080,4099.330,18860,53135,50099,3036,81501248,19730,18803,927,38654175
554,India,5,Uttarakhand,45,Almora,2014-15,103997,103701,20696,54,82951,44528,53522,44453,53378,12234,38762,45335,336,30,31521,705309,7224,169183,17,556,38,437771,875048,63,0,1144.840,87.490,1179.950,89.590,284467.430,20913,75549,71900,3649,92033895,13227,12658,569,14088736
555,India,5,Uttarakhand,45,Almora,2015-16,103391,102850,20440,53,82357,46306,59340,46257,59250,13795,40959,50156,851,45,33250,1041184,7686,256662,23,1143,30,708802,1298989,237,0,1666.930,91.680,1667.040,91.790,289028.030,29083,83127,79941,3186,158014904,9335,9048,287,3910492
557,India,5,Uttarakhand,45,Almora,2017-18,99316,98478,19581,52,78845,42064,58348,42023,58262,21960,37169,49633,1124,42,29623,1114582,7522,297816,24,1166,41,814395,1413564,324,0,2543.960,407.760,2545.330,408.170,9948.170,53823,100653,97096,3557,247633948,6903,6714,189,1180255
558,India,5,Uttarakhand,45,Almora,2018-19,100013,99075,19640,52,79383,38127,53001,38111,52976,18823,34023,45532,1291,88,27220,1063395,6776,286955,27,1705,37,782571,1352055,376,2,2422.990,412.170,2424.370,413.930,10117.660,40037,108487,104700,3787,237595245,6467,6304,163,1573075
559,India,5,Uttarakhand,45,Almora,2019-20,101835,100784,19851,53,80880,36727,50753,36669,50683,14278,31063,41103,995,48,24799,829597,6238,225277,26,1125,0,597054,1055999,0,0,1914.190,282.770,1918.800,284.080,9443.940,34764,132539,128092,4447,187783751,5577,5452,125,1611428
560,India,5,Uttarakhand,45,Almora,2020-21,108492,105211,20372,55,84784,56468,84450,56426,84349,23920,52399,74666,2436,92,42284,1673333,10083,413593,32,1674,0,1110964,2088600,0,0,4184.280,315.700,4202.670,536.590,13368.830,56901,133095,128635,4460,413872286,5553,5429,124,1587498
561,India,5,Uttarakhand,46,Bageshwar,2011-12,46084,45618,12362,314,32942,17642,19991,17642,19991,6113,17637,19976,776,19,12648,470321,4882,193702,107,5535,18,283791,669558,227,9,806.930,327.300,806.930,327.300,2468.420,11589,15038,14650,388,32254380,12745,12523,222,30504180
562,India,5,Uttarakhand,46,Bageshwar,2012-13,47732,46485,12617,314,33554,16147,18289,16144,18284,5436,16130,18265,586,7,11627,417540,4419,176932,84,4239,21,243380,598711,216,6,747.670,290.480,748.340,290.750,1568.310,9420,20436,19978,458,38221700,14709,14446,263,29074548
563,India,5,Uttarakhand,46,Bageshwar,2013-14,46461,45369,12252,329,32788,17415,20309,17407,20298,7234,17323,20192,1639,6,12368,550145,4873,250649,82,4036,21,320768,804830,612,6,1142.500,465.630,1142.500,465.630,2007.230,10021,24710,23948,762,63229374,15656,15099,557,48452484
564,India,5,Uttarakhand,46,Bageshwar,2014-15,48131,47155,12419,339,34397,16028,18857,16028,18856,6188,15064,17593,362,11,10909,355639,4070,146964,85,3164,16,218588,505767,126,0,752.660,326.440,754.530,326.660,1745.420,8448,33418,32461,957,53903349,13406,13047,359,19505016
565,India,5,Uttarakhand,46,Bageshwar,2015-16,49983,48646,12601,345,35700,25189,32318,25189,32314,11526,23559,29450,1208,19,17287,717293,6158,274582,114,5273,29,477942,997148,357,7,1184.670,403.720,1184.670,403.720,4148.750,18569,40435,39344,1091,93907997,10175,9952,223,20436623
566,India,5,Uttarakhand,46,Bageshwar,2016-17,47348,45961,11852,320,33789,26447,36321,26439,36309,22292,24451,32635,2163,21,17806,794842,6513,310449,132,6092,23,555334,1111383,627,9,2248.040,587.070,2248.040,587.070,6337.700,44280,45106,44092,1014,193063764,8486,8353,133,24188562
567,India,5,Uttarakhand,46,Bageshwar,2017-18,47212,45650,11694,315,33641,22687,31224,22683,31213,18560,20579,27554,531,20,14986,631904,5494,232759,99,4273,20,454152,868936,118,1,1599.000,865.870,1599.000,865.870,6353.120,40619,49366,48672,694,142434666,7348,7286,62,14076000
568,India,5,Uttarakhand,46,Bageshwar,2018-19,47350,45777,11619,319,33839,20691,28772,20679,28755,15414,18457,24833,904,83,13868,612341,4478,192142,111,5901,14,436537,810384,203,11,1455.310,584.080,1455.330,584.670,5456.860,27699,54329,53553,776,131621446,6498,6453,45,10806775
569,India,5,Uttarakhand,46,Bageshwar,2019-20,46339,45103,11070,305,33728,20416,28196,20402,28176,12639,18489,24901,1117,75,13757,601428,4642,201725,90,3802,0,439857,806955,0,0,1476.340,407.360,1476.460,408.960,5526.590,20858,64129,63150,979,137617250,5401,5366,35,6912829
570,India,5,Uttarakhand,46,Bageshwar,2020-21,49990,47495,11300,305,35890,27985,42295,27981,42286,17352,26294,38572,1936,70,19963,929201,6223,286874,108,4766,0,620926,1220841,0,0,2449.100,614.560,2458.190,853.420,8941.380,33406,64260,63274,986,234848020,5399,5363,36,7947614
571,India,5,Uttarakhand,47,Chamoli,2011-12,81060,80787,14156,2288,64343,52021,59294,51971,59232,47215,51675,58790,4742,88,41145,2176100,9407,499617,1123,69798,99,1388546,2745515,1098,137,3335.050,2052.060,3349.240,2055.700,2718471.090,49671,11013,10675,338,30951072,31524,30416,1108,141230678
572,India,5,Uttarakhand,47,Chamoli,2012-13,83004,82262,14338,2292,65632,56249,63491,56219,63457,57133,56055,63202,9375,127,44796,2859010,10180,649628,1079,58516,119,1796951,3567154,1876,53,2586.430,1225.700,2594.670,1256.240,49685295.330,54846,25972,24397,1575,79921063,36568,34177,2391,115510052
573,India,5,Uttarakhand,47,Chamoli,2013-14,83379,82640,14396,2146,66098,50388,59119,50340,59052,50175,50158,58861,8266,139,40251,2523718,8921,555241,986,55037,136,1613102,3133996,1507,119,3505.110,1554.880,3510.550,1558.700,44441983.450,52461,36845,33217,3628,142157104,45057,40208,4849,175017478
574,India,5,Uttarakhand,47,Chamoli,2014-15,82719,82052,13939,2223,65890,58097,69000,58090,68987,20646,56211,65950,858,251,45336,1861254,9902,412123,973,31879,148,1334107,2305256,174,3,4094.020,1890.790,4126.370,1903.290,4289709.400,46832,56994,52406,4588,209938239,38769,34981,3788,164757657
575,India,5,Uttarakhand,47,Chamoli,2015-16,83685,82713,13743,2203,66767,61982,77896,61960,77835,28900,59768,73828,2300,285,48475,2393109,10114,491043,1179,54462,143,1774134,2938614,424,42,4753.000,1125.470,4754.390,1132.190,315137.940,62526,62929,59736,3193,295503639,20730,19295,1435,113029282
576,India,5,Uttarakhand,47,Chamoli,2016-17,68076,67607,11173,1236,55198,60734,78178,60720,78147,75382,57722,72907,2111,288,47102,2467001,9570,524223,1050,52173,156,1846922,3043397,395,66,6726.260,1699.140,6730.230,1703.700,2488820.560,127076,74892,71432,3460,522799358,15248,14605,643,106663429
577,India,5,Uttarakhand,47,Chamoli,2017-18,70052,69220,11231,1280,56709,56998,71117,56993,71109,55505,55385,68583,2657,253,45523,2232646,9004,451246,858,41621,140,1681244,2725513,456,45,5249.310,1805.250,5252.340,1807.530,1695981.590,144137,81602,77911,3691,444669496,13085,12599,486,59179673
578,India,5,Uttarakhand,47,Chamoli,2018-19,71809,71026,11398,1307,58321,56015,70391,56015,70390,43256,54499,67996,2272,252,44780,2093056,8899,400281,820,35383,143,1603775,2528720,313,23,4744.640,1561.190,4746.510,1572.270,365410.630,101240,88503,84585,3918,392976153,11981,11509,472,52047296
579,India,5,Uttarakhand,47,Chamoli,2019-20,73429,72652,11434,1312,59906,58948,74884,58923,74855,35227,57656,72736,2193,268,47441,2134458,9451,426913,764,34269,0,1660244,2595640,0,0,4470.420,1157.390,4472.470,1188.560,77494.120,84645,99910,95779,4131,398960236,10105,9785,320,38953957
580,India,5,Uttarakhand,47,Chamoli,2020-21,77982,76219,11649,1436,63134,65204,86868,65201,86861,38273,64457,85276,3216,282,53348,2602960,10095,477386,1014,51867,0,1985081,3132213,0,0,6417.940,1221.810,6435.200,1733.150,48503.160,114384,100098,95960,4138,564719463,10088,9770,318,50875122
581,India,5,Uttarakhand,48,Champawat,2011-12,39763,39735,7249,178,32308,18604,20431,18581,20402,13504,18261,19981,1430,22,15155,829632,3061,157702,45,1841,60,319820,989175,217,0,1258.850,556.890,1336.400,604.700,3979.850,13030,12620,12286,334,45658360,2359,2293,66,9976380
582,India,5,Uttarakhand,48,Champawat,2012-13,40740,40383,7336,178,32869,15851,17064,15835,17037,12100,14838,15903,666,19,12409,634304,2398,119244,31,1240,40,255514,754788,100,1,783.750,339.120,783.750,339.170,3287.200,14742,17081,16781,300,47010620,2901,2835,66,6615445
583,India,5,Uttarakhand,48,Champawat,2013-14,41119,40664,7336,178,33150,14102,15531,14096,15525,11737,14034,15447,928,26,11759,586739,2253,111364,22,1369,51,227680,699472,145,3,879.310,453.470,879.310,453.570,2980.820,11364,26305,25554,751,68133300,3160,3047,113,9026527
584,India,5,Uttarakhand,48,Champawat,2014-15,36926,36620,6406,112,30102,13976,15632,13975,15631,4221,13713,15418,390,19,11296,422993,2405,88677,12,227,41,182249,511897,68,0,892.800,315.450,895.940,316.150,3329.750,11498,31203,30295,908,79518060,2907,2798,109,7052764
585,India,5,Uttarakhand,48,Champawat,2015-16,37687,37184,6380,115,30689,21112,25033,21111,25032,6896,19415,22769,781,25,16200,746126,3197,148718,18,745,69,338447,895589,160,0,1120.720,365.790,1120.760,367.500,5083.660,19494,30158,29377,781,91215863,2057,1995,62,6095514
586,India,5,Uttarakhand,48,Champawat,2016-17,32492,31731,5376,108,26247,22316,28283,22316,28283,10587,20289,25000,1666,34,17003,781270,3255,150647,31,1272,78,398535,933189,265,2,1960.630,338.980,1961.560,339.160,6696.950,25324,35816,34875,941,170792756,1521,1485,36,6859615
587,India,5,Uttarakhand,48,Champawat,2017-18,32950,31903,5292,100,26511,20619,26519,20608,26504,19617,19473,24651,1666,31,16319,765987,3108,142185,46,2058,88,396349,910230,243,5,1737.690,701.010,1739.990,701.990,24868.740,37658,37760,36940,820,166586198,719,707,12,1566621
588,India,5,Uttarakhand,48,Champawat,2018-19,32187,31040,5147,72,25821,19264,24982,19263,24981,13330,18137,23232,2148,29,15176,765583,2917,149204,44,1691,81,418253,916478,369,3,1599.560,484.600,1601.390,486.570,14717.470,27742,39906,39090,816,159025754,630,621,9,90475
589,India,5,Uttarakhand,48,Champawat,2019-20,33094,32142,5311,74,26757,16374,21228,16364,21211,6796,15465,19901,1056,62,12986,575476,2455,107843,24,1258,0,323508,684577,0,0,1254.610,307.480,1256.930,310.820,4326.370,19342,51863,50938,925,122537072,458,450,8,96642
590,India,5,Uttarakhand,48,Champawat,2020-21,40081,36223,5620,77,30526,26948,39481,26946,39477,12748,25789,37062,4334,123,21855,1277395,3904,224328,30,1741,0,681283,1503464,0,0,3023.130,532.130,3032.330,749.920,8721.330,36050,51963,51039,924,299886901,456,448,8,280194
591,India,5,Uttarakhand,49,Dehradun,2011-12,65333,62941,13882,13214,35845,16000,18057,15997,18052,13724,15823,17856,887,11,8039,441805,3606,157454,4178,155937,114,185906,755196,185,62,698.170,441.550,986.130,612.690,5545.380,9564,16436,15776,660,49141644,5974,5827,147,18254300
592,India,5,Uttarakhand,49,Dehradun,2012-13,66392,63767,13954,13417,36396,10836,11705,10759,11624,9174,10732,11589,331,6,4996,242269,2691,114456,3045,126899,78,107842,483624,81,54,662.090,322.750,669.120,327.610,3005.490,6489,19799,19104,695,38811830,5351,5251,100,7443615
593,India,5,Uttarakhand,49,Dehradun,2013-14,67354,64511,13827,13408,37276,11927,13832,11918,13820,10350,11827,13705,631,9,5508,241092,2810,129291,3509,149248,62,116439,519631,183,182,786.530,708.660,788.250,708.660,2913.820,10848,29877,28387,1490,57881017,5042,4716,326,14585186
594,India,5,Uttarakhand,49,Dehradun,2014-15,72722,69987,14788,15128,40071,15851,19103,15839,19085,6600,14547,17363,452,6,5723,219868,3683,134383,5141,168288,67,118039,522539,218,107,593.490,531.150,621.220,538.380,3508.980,13357,45126,43343,1783,57142760,1324,1135,189,594774
595,India,5,Uttarakhand,49,Dehradun,2015-16,78448,74528,16160,18120,40248,27987,34137,27947,34079,14560,25952,31072,1925,20,8613,427896,6753,365596,10586,577378,86,321533,1370870,565,753,1614.390,842.090,1614.390,842.090,6872.930,21539,50430,48676,1754,142687695,677,582,95,17784
596,India,5,Uttarakhand,49,Dehradun,2016-17,73831,69249,14574,17512,37163,32484,41037,32473,41021,20331,29501,36256,1817,19,10760,515813,7198,399625,11543,650710,73,436463,1566148,547,661,3350.960,1331.610,3358.260,1332.190,9765.670,42769,54788,52946,1842,294429381,470,410,60,2436
597,India,5,Uttarakhand,49,Dehradun,2017-18,61544,57218,12288,16895,28035,30040,38452,30017,38404,28087,28462,35643,2777,26,10079,532983,6939,368970,11444,644592,394,489914,1546545,673,1139,2799.330,2023.240,2808.160,2023.590,11497.200,47303,59859,58146,1713,265077325,341,337,4,0
598,India,5,Uttarakhand,49,Dehradun,2018-19,61444,57463,11811,16846,28806,28144,35961,28111,35906,21195,26655,33336,2974,18,10478,584985,6056,332900,10121,535133,288,461667,1453018,650,902,2600.970,1750.630,2610.400,1751.730,11390.450,40349,65818,64043,1775,248436911,326,322,4,0
599,India,5,Uttarakhand,49,Dehradun,2019-20,63283,59447,12264,17797,29386,25224,32595,25192,32546,14684,22797,28733,1125,12,8928,419530,5138,192199,8731,348359,0,325092,960088,0,0,1742.360,799.600,1750.890,808.550,11020.720,35606,77913,76130,1783,161208954,203,199,4,0
600,India,5,Uttarakhand,49,Dehradun,2020-21,71848,63973,12054,17406,34513,36775,48343,36737,48291,22636,34421,44050,5054,25,15297,833698,7248,415323,11876,688735,0,641176,1937756,0,0,3812.170,1072.100,3864.840,1718.920,17761.820,44972,77998,76221,1777,365222439,200,196,4,0
601,India,5,Uttarakhand,50,Haridwar,2011-12,118123,117719,50164,840,66715,21407,23652,21383,23626,10902,21379,23621,617,9,12477,505761,8638,314522,264,9723,87,106682,830006,184,2,1295.380,551.400,1295.380,551.400,424243.060,16470,24617,22821,1796,38864124,844,803,41,2703637
602,India,5,Uttarakhand,50,Haridwar,2012-13,124656,124033,51513,752,71768,17444,18849,17397,18798,11978,17356,18748,704,9,10846,530621,6413,278029,97,6585,55,107218,815235,163,1,930.290,441.700,930.290,441.700,1991642.020,13237,36537,34239,2298,69953167,757,690,67,1537275
603,India,5,Uttarakhand,50,Haridwar,2013-14,131469,129228,52288,759,76181,18324,20154,18288,20115,13892,17776,19484,2328,16,12065,614156,5661,290762,50,2821,89,119477,907739,708,3,1098.860,444.190,1119.060,452.910,2346600.230,17560,41859,39210,2649,101439216,699,633,66,268970
604,India,5,Uttarakhand,50,Haridwar,2014-15,135341,134451,52582,677,81192,15835,17561,15784,17498,10154,14281,15742,631,4,10065,440507,4150,166265,66,4446,72,97405,611218,139,9,858.550,476.990,869.950,477.830,234257.900,14455,52061,49042,3019,80819250,646,593,53,72112
605,India,5,Uttarakhand,50,Haridwar,2015-16,146183,145018,54189,684,90145,25523,29334,25506,29314,14697,22161,25227,1582,9,16750,839084,5350,258133,61,3726,101,221480,1100943,348,13,1630.490,1220.970,1630.490,1221.310,8269.600,25975,64265,60756,3509,122163778,544,507,37,0
606,India,5,Uttarakhand,50,Haridwar,2016-17,146352,144096,50575,639,92882,30971,38673,30823,38481,20558,24715,30447,101,15,18639,731436,5989,230998,87,5808,127,302406,968242,25,0,1934.350,904.960,1940.150,911.050,9560.140,45688,81841,77977,3864,168944299,503,468,35,6960
607,India,5,Uttarakhand,50,Haridwar,2017-18,159731,156297,51171,633,104493,34235,42211,34159,42111,23965,28196,34281,464,14,22663,832672,5480,219187,53,1420,113,335994,1053279,101,0,1956.040,1790.220,1959.850,1812.030,14728.780,59234,95259,91507,3752,181321648,490,456,34,20184
608,India,5,Uttarakhand,50,Haridwar,2018-19,169338,164860,51706,643,112511,35748,44759,35721,44722,25525,30532,37359,746,24,24721,1062053,5773,245909,38,1752,112,431108,1309714,147,0,2367.440,1441.810,2372.140,1470.900,16977.540,57171,106413,102512,3901,219479345,471,437,34,0
609,India,5,Uttarakhand,50,Haridwar,2019-20,180624,174256,58010,639,115607,31391,39378,31361,39341,18973,27714,34311,890,21,20729,935576,6963,337124,22,1035,0,460717,1273735,0,0,2321.430,1315.290,2332.240,1324.780,15154.910,49763,124841,120678,4163,223904413,454,420,34,0
610,India,5,Uttarakhand,50,Haridwar,2020-21,200168,184753,59015,690,125048,42060,55360,42005,55295,23384,36225,46690,2824,23,27457,1248501,8727,425651,41,828,0,652919,1674980,0,0,3305.360,1582.830,3328.490,2358.200,22285.890,60493,125480,121282,4198,310102479,453,419,34,0
611,India,5,Uttarakhand,51,Nainital,2011-12,41479,40283,11714,135,28434,17437,20663,17427,20647,10249,17331,20525,665,13,12595,498870,4676,189932,60,2710,122,176796,691512,182,1,822.060,426.540,822.350,426.690,1090617.630,15257,19466,18236,1230,42074154,6370,5981,389,16653905
612,India,5,Uttarakhand,51,Nainital,2012-13,43263,42165,12007,148,30010,13366,15615,13345,15591,6939,13222,15433,376,21,9746,344363,3417,119731,59,1364,55,111656,465458,89,0,569.000,275.410,571.360,275.750,9340580.720,13614,25050,23680,1370,37905364,5182,4880,302,8161280
613,India,5,Uttarakhand,51,Nainital,2013-14,45024,43832,12346,154,31332,14110,17147,14082,17112,6893,13376,16174,849,24,9934,398715,3393,147186,49,1925,56,145475,547826,247,1,764.650,335.370,764.650,335.370,19743391.390,14194,32320,30446,1874,63972286,4148,3866,282,5049444
614,India,5,Uttarakhand,51,Nainital,2014-15,47261,46232,12334,214,33684,15398,19225,15325,19135,6090,13655,16880,318,19,10388,348483,3152,102842,115,3225,55,124922,454550,81,0,731.210,476.040,731.310,476.040,19169187.410,13366,44427,42447,1980,63072807,2183,2074,109,1434658
615,India,5,Uttarakhand,51,Nainital,2015-16,52325,50922,13203,316,37403,23139,31147,23129,31127,10979,21052,27698,1515,20,16193,751089,4669,217804,190,9646,91,328137,978539,341,8,1293.200,948.540,1293.260,948.700,15218917.890,21298,46377,44801,1576,108306779,1318,1256,62,0
